@relation valence

@attribute id numeric
@attribute aspectlabel string
@attribute unigrams string
@attribute polarity {positive, negative, neutral}

@data
1556,DRINKS#QUALITY,'The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for ',positive
1557,FOOD#QUALITY,'Food took some time to prepare, all worth waiting for ',positive
1558,SERVICE#GENERAL,'Food took some time to prepare, all worth waiting for ',neutral
1559,AMBIENCE#GENERAL,'We were drawn into the belly dancing show that captivated the crowd ',positive
1560,RESTAURANT#GENERAL,'I never write on these sites but this restaurant is def worth commending ',positive
1561,RESTAURANT#GENERAL,'Great find in the West Village ',positive
1562,FOOD#QUALITY,'Maggot in the food ',negative
1563,SERVICE#GENERAL,'When the bill came, nothing was comped, so I told the manager very politely that we were willing to pay for the wine, but I didnt think I should have to pay for food with a maggot in it ',negative
1564,FOOD#QUALITY,'I got hair in my food 2 times of then ',negative
1565,RESTAURANT#GENERAL,'Great place, great value ',positive
1566,RESTAURANT#PRICES,'Great place, great value ',positive
1567,FOOD#QUALITY,'The food is flavorful, plentiful and reasonably priced ',positive
1568,FOOD#STYLE_OPTIONS,'The food is flavorful, plentiful and reasonably priced ',positive
1569,FOOD#PRICES,'The food is flavorful, plentiful and reasonably priced ',positive
1570,AMBIENCE#GENERAL,'The atmosphere is relaxed and casual ',positive
1571,RESTAURANT#MISCELLANEOUS,'Its a great place to order from or sit-in ',positive
1572,RESTAURANT#GENERAL,'Awesome ',positive
1573,RESTAURANT#PRICES,'Inexpensive, unassuming, great time ',positive
1574,RESTAURANT#GENERAL,'Inexpensive, unassuming, great time ',positive
1575,FOOD#QUALITY,'Sushi experience was unbelievable with my fiance ',positive
1576,RESTAURANT#GENERAL,'Try it ',positive
1577,RESTAURANT#GENERAL,'Very pleased ',positive
1578,FOOD#QUALITY,'Good creative rolls ',positive
1579,FOOD#STYLE_OPTIONS,'Good creative rolls ',positive
1580,RESTAURANT#MISCELLANEOUS,'Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much ',positive
1581,FOOD#QUALITY,'They have great rolls, the triple color and norwegetan rolls, are awesome and filling ',positive
1582,FOOD#QUALITY,'They have great rolls, the triple color and norwegetan rolls, are awesome and filling ',positive
1583,FOOD#STYLE_OPTIONS,'They have great rolls, the triple color and norwegetan rolls, are awesome and filling ',positive
1584,FOOD#QUALITY,'One special roll and one regular roll is enough to fill you up, but save room for dessert ',positive
1585,FOOD#STYLE_OPTIONS,'One special roll and one regular roll is enough to fill you up, but save room for dessert ',positive
1586,FOOD#STYLE_OPTIONS,'One special roll and one regular roll is enough to fill you up, but save room for dessert ',positive
1587,FOOD#QUALITY,'They have a delicious banana chocolate dessert, as well as a great green tea tempura ',positive
1588,FOOD#QUALITY,'They have a delicious banana chocolate dessert, as well as a great green tea tempura ',positive
1589,FOOD#QUALITY,'The appetizers are also delicious ',positive
1590,FOOD#QUALITY,'Amazing food ',positive
1591,AMBIENCE#GENERAL,'Mazing interior ',negative
1592,FOOD#QUALITY,'Great food ',positive
1593,FOOD#QUALITY,'Ive had my fair share of modern Japanese and this spot delivers ',positive
1594,AMBIENCE#GENERAL,'The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors ',negative
1595,AMBIENCE#GENERAL,'The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors ',negative
1596,AMBIENCE#GENERAL,'If youre into being lost when youre just five feet from your table then hey, thats a good thing ',negative
1597,FOOD#QUALITY,'Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future ',positive
1598,AMBIENCE#GENERAL,'Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future ',negative
1599,FOOD#QUALITY,'The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken ',positive
1600,FOOD#QUALITY,'The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken ',negative
1601,FOOD#QUALITY,'The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken ',negative
1602,FOOD#QUALITY,'My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily ',negative
1603,RESTAURANT#GENERAL,'Still we keep going back :) ',positive
1604,FOOD#QUALITY,'I was speechless by the horrible food ',negative
1605,FOOD#QUALITY,'I attended a holiday dinner at the restaurant, and the food was majorly disappointing ',negative
1606,RESTAURANT#GENERAL,'you should travel from the Bronx to try it ',positive
1607,FOOD#QUALITY,'great food, great wine list, great service in a great neighborhood ',positive
1608,DRINKS#STYLE_OPTIONS,'great food, great wine list, great service in a great neighborhood ',positive
1609,SERVICE#GENERAL,'great food, great wine list, great service in a great neighborhood ',positive
1610,LOCATION#GENERAL,'great food, great wine list, great service in a great neighborhood ',positive
1611,FOOD#QUALITY,'so delicious ',positive
1612,RESTAURANT#GENERAL,'Patsys Pizza = true love ',positive
1613,FOOD#QUALITY,'Hands down the best pizza on the planet ',positive
1614,FOOD#QUALITY,'great hot dogs ',positive
1615,FOOD#QUALITY,'the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside ',positive
1616,FOOD#QUALITY,'great toppings definitely a place you need to check out for late night munchies or a mid day boost ',positive
1617,RESTAURANT#MISCELLANEOUS,'great toppings definitely a place you need to check out for late night munchies or a mid day boost ',positive
1618,FOOD#QUALITY,'great taste ',positive
1619,FOOD#QUALITY,'Great, original taste ',positive
1620,FOOD#QUALITY,'For me dishes a little oily, but overall dining experience good ',negative
1621,RESTAURANT#GENERAL,'For me dishes a little oily, but overall dining experience good ',positive
1622,SERVICE#GENERAL,'Helpful service and average price per dish $10 ',positive
1623,FOOD#PRICES,'Helpful service and average price per dish $10 ',positive
1624,AMBIENCE#GENERAL,'The only thing that strikes you is the decor (not very pleasant) ',negative
1625,AMBIENCE#GENERAL,'The only thing that strikes you is the decor (not very pleasant) ',negative
1626,FOOD#QUALITY,'We have been to this place many times, and always have great food, wine, and service ',positive
1627,DRINKS#QUALITY,'We have been to this place many times, and always have great food, wine, and service ',positive
1628,SERVICE#GENERAL,'We have been to this place many times, and always have great food, wine, and service ',positive
1629,FOOD#QUALITY,'This place has great indian chinese food ',positive
1630,FOOD#QUALITY,'The flavors are amazing and the value is phenomenal ',positive
1631,FOOD#PRICES,'The flavors are amazing and the value is phenomenal ',positive
1632,RESTAURANT#MISCELLANEOUS,'Be prepared to wait, because the place is pretty tiny ',negative
1633,RESTAURANT#MISCELLANEOUS,'Also, they do not take credit card so come with cash ',neutral
1634,AMBIENCE#GENERAL,'Even though the place is not beautiful, the food speaks for itself ',negative
1635,FOOD#QUALITY,'Even though the place is not beautiful, the food speaks for itself ',positive
1636,FOOD#QUALITY,'Best Indian Chinese in the city, by far ',positive
1637,RESTAURANT#GENERAL,'AMAZING MY FAVORITE ',positive
1638,SERVICE#GENERAL,'THE SERVICE IS AMAZING, ive had different waiters and they were all nice, which is a rare thing in NYC ',positive
1639,SERVICE#GENERAL,'THE SERVICE IS AMAZING, ive had different waiters and they were all nice, which is a rare thing in NYC ',positive
1640,AMBIENCE#GENERAL,'The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back ',positive
1641,RESTAURANT#GENERAL,'The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back ',positive
1642,SERVICE#GENERAL,'You can get a table without a reservation if you get there early I they dont make you by bottles ',positive
1643,SERVICE#GENERAL,'Which lets face it at times its a good thing ',positive
1644,RESTAURANT#PRICES,'In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ',positive
1645,RESTAURANT#GENERAL,'In the end you end up with a fair tab and NOTHING BUT A GREAT TIME ',positive
1646,RESTAURANT#GENERAL,'Highly recommended ',positive
1647,RESTAURANT#GENERAL,'One of the best, if not THE best, restaurants in Park Slope (and NY in general) ',positive
1648,FOOD#QUALITY,'Everything on the menu is great ',positive
1649,RESTAURANT#GENERAL,'This establishment is the real deal ',positive
1650,AMBIENCE#GENERAL,'Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait ',positive
1651,FOOD#QUALITY,'Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait ',positive
1652,RESTAURANT#GENERAL,'Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait ',positive
1653,FOOD#PRICES,'But $500 for a dinner for two that didnt include Wine ',negative
1654,RESTAURANT#PRICES,'I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it ',negative
1655,RESTAURANT#GENERAL,'I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it ',negative
1656,RESTAURANT#GENERAL,'I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it ',negative
1657,RESTAURANT#PRICES,'I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it ',negative
1658,FOOD#QUALITY,'All in all, the food was great (except for the dessserts) ',positive
1659,FOOD#QUALITY,'All in all, the food was great (except for the dessserts) ',negative
1660,AMBIENCE#GENERAL,'The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts ',neutral
1661,RESTAURANT#MISCELLANEOUS,'The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts ',neutral
1662,FOOD#QUALITY,'If you are going for the food, it will not be worth it ',negative
1663,RESTAURANT#GENERAL,'Terrible Waste of money  scammers ',negative
1664,RESTAURANT#PRICES,'Terrible Waste of money  scammers ',negative
1665,RESTAURANT#GENERAL,'Terrible Waste of money  scammers ',negative
1666,RESTAURANT#PRICES,'Terrible Waste of money  scammers ',negative
1667,RESTAURANT#GENERAL,'I agree that dining at Casa La Femme is like no other dining experience ',negative
1668,RESTAURANT#GENERAL,'I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time ',negative
1669,RESTAURANT#PRICES,'I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time ',negative
1670,RESTAURANT#GENERAL,'And even more so unpleasant because it was so costly for such an unpleasant experience ',negative
1671,RESTAURANT#PRICES,'And even more so unpleasant because it was so costly for such an unpleasant experience ',negative
1672,SERVICE#GENERAL,'We did arrive late for our reservation so I can not complain too much about the wait for a table ',neutral
1673,SERVICE#GENERAL,'Although we were told 10-15 minutes and it was more like 45 minutes ',negative
1674,RESTAURANT#GENERAL,'We were ushered to the bar to wait momentarily and upon arrival were so excited ',positive
1675,AMBIENCE#GENERAL,'The place is beautiful ',positive
1676,SERVICE#GENERAL,'The hostess was very pleasant ',positive
1677,DRINKS#QUALITY,'However, our $14 drinks were were horrible ',negative
1678,DRINKS#PRICES,'However, our $14 drinks were were horrible ',negative
1679,SERVICE#GENERAL,'Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed ',negative
1680,SERVICE#GENERAL,'By the time we finished our dinner we still had not received one beverage NOR hooka ',negative
1681,SERVICE#GENERAL,'What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka  some of which we never received ',negative
1682,SERVICE#GENERAL,'What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka  some of which we never received ',negative
1683,SERVICE#GENERAL,'The only beverage we did receive was water in dirty glasses ',negative
1684,SERVICE#GENERAL,'To top it all off  the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant ',negative
1685,RESTAURANT#MISCELLANEOUS,'To top it all off  the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant ',negative
1686,SERVICE#GENERAL,'To top it all off  the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant ',negative
1687,RESTAURANT#MISCELLANEOUS,'To top it all off  the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant ',negative
1688,FOOD#QUALITY,'By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers ',negative
1689,RESTAURANT#PRICES,'By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers ',negative
1690,RESTAURANT#MISCELLANEOUS,'By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers ',negative
1691,FOOD#QUALITY,'If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible ',negative
1692,RESTAURANT#PRICES,'If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible ',negative
1693,RESTAURANT#GENERAL,'I have never left a restaurant feeling as if i was abused, and wasted my hard earned money ',negative
1694,RESTAURANT#PRICES,'I have never left a restaurant feeling as if i was abused, and wasted my hard earned money ',negative
1695,RESTAURANT#GENERAL,'MY husbands birthday and my sons was not as it was intended  and we drove two hours to spend too much money to be treated terribly ',negative
1696,RESTAURANT#PRICES,'MY husbands birthday and my sons was not as it was intended  and we drove two hours to spend too much money to be treated terribly ',negative
1697,SERVICE#GENERAL,'MY husbands birthday and my sons was not as it was intended  and we drove two hours to spend too much money to be treated terribly ',negative
1698,RESTAURANT#GENERAL,'MY husbands birthday and my sons was not as it was intended  and we drove two hours to spend too much money to be treated terribly ',negative
1699,RESTAURANT#PRICES,'MY husbands birthday and my sons was not as it was intended  and we drove two hours to spend too much money to be treated terribly ',negative
1700,SERVICE#GENERAL,'MY husbands birthday and my sons was not as it was intended  and we drove two hours to spend too much money to be treated terribly ',negative
1701,RESTAURANT#GENERAL,'I wish I COULD be refunded ',negative
1702,RESTAURANT#MISCELLANEOUS,'Dont go with a larger group than 4 ',negative
1703,FOOD#STYLE_OPTIONS,'I believe there were 2 shrimp in the salt encrusted shrimp appetizer ',negative
1704,SERVICE#GENERAL,'The food arrived in about 15 minutes ',neutral
1705,FOOD#QUALITY,'I had the Thai style Fried Sea Bass which was very good ',positive
1706,FOOD#QUALITY,'Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice ',positive
1707,FOOD#QUALITY,'Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice ',negative
1708,FOOD#STYLE_OPTIONS,'Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice ',negative
1709,FOOD#QUALITY,'I heard the lobster roll was excellent ',positive
1710,SERVICE#GENERAL,'They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand) ',negative
1711,FOOD#QUALITY,'All in all the food was good - a little on the expensive side, but fresh ',positive
1712,FOOD#PRICES,'All in all the food was good - a little on the expensive side, but fresh ',negative
1713,SERVICE#GENERAL,'Service not the friendliest to our large party ',negative
1714,RESTAURANT#GENERAL,'Probably would not go back here ',negative
1715,FOOD#QUALITY,'Great Indian food and the service is incredible ',positive
1716,SERVICE#GENERAL,'Great Indian food and the service is incredible ',positive
1717,RESTAURANT#GENERAL,'I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesnt have an upscale feel ',positive
1718,RESTAURANT#PRICES,'I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesnt have an upscale feel ',negative
1719,FOOD#PRICES,'I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesnt have an upscale feel ',negative
1720,AMBIENCE#GENERAL,'I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesnt have an upscale feel ',negative
1721,SERVICE#GENERAL,'Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $ ',negative
1722,SERVICE#GENERAL,'I dont appreciate places or people that try to drive up the bill without the patrons knowledge so that was a huge turnoff (more than the price) ',negative
1723,RESTAURANT#PRICES,'I dont appreciate places or people that try to drive up the bill without the patrons knowledge so that was a huge turnoff (more than the price) ',negative
1724,FOOD#QUALITY,'But if youre prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food ',positive
1725,RESTAURANT#PRICES,'But if youre prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food ',negative
1726,RESTAURANT#GENERAL,'One of the BEST ',positive
1727,RESTAURANT#GENERAL,'Bukhara Grill, the tagline says it all  INDIAN SPICE RAVE ',positive
1728,RESTAURANT#GENERAL,'Bukhara Grill, the tagline says it all  INDIAN SPICE RAVE ',positive
1729,RESTAURANT#GENERAL,'Bukhara is on my top 5 Indian places in NYC ',positive
1730,RESTAURANT#GENERAL,'Wretched and retching ',negative
1731,FOOD#QUALITY,'I have never been so disgusted by both food an service ',negative
1732,SERVICE#GENERAL,'I have never been so disgusted by both food an service ',negative
1733,SERVICE#GENERAL,'For starters they delivered us someone elses order ',negative
1734,SERVICE#GENERAL,'None was made so i hung up ',negative
1735,FOOD#QUALITY,'Less than three minutes passed before I found myself doubled over the toilet ',negative
1736,FOOD#QUALITY,'My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant ',negative
1737,SERVICE#GENERAL,'My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant ',negative
1738,RESTAURANT#GENERAL,'It wasnt as if this restaurant had any major bragging points before hand, but now its simply repulsive ',negative
1739,FOOD#QUALITY,'Eat at your own risk ',negative
1740,AMBIENCE#GENERAL,'Gorgeous place ideal for a romantic dinner ',positive
1741,RESTAURANT#MISCELLANEOUS,'Gorgeous place ideal for a romantic dinner ',positive
1742,SERVICE#GENERAL,'The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing ',positive
1743,SERVICE#GENERAL,'The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing ',positive
1744,RESTAURANT#MISCELLANEOUS,'I completely recommend Casa La Femme for any special occasion and to REALLY impress your date ',positive
1745,RESTAURANT#GENERAL,'More Williamsburg Garbage ',negative
1746,SERVICE#GENERAL,'The dishes came out around 5 minutes apart ',negative
1747,FOOD#QUALITY,'The bibimbap was average, but the stone bowl wasnt even close to sizzling ',neutral
1748,FOOD#STYLE_OPTIONS,'The bibimbap was average, but the stone bowl wasnt even close to sizzling ',negative
1749,FOOD#PRICES,'Too bad I had paid an extra $2 for the stone bowl ',negative
1750,FOOD#QUALITY,'The nakgi-bokum was horrible ',negative
1751,FOOD#QUALITY,'Easily the worst stir-fried squid Ive ever tasted ',negative
1752,FOOD#QUALITY,'The sauce tasted more like Chinese fast food than decent Korean ',negative
1753,FOOD#QUALITY,'The side dishes were passable, and I did get a refill upon request ',neutral
1754,FOOD#STYLE_OPTIONS,'The side dishes were passable, and I did get a refill upon request ',neutral
1755,SERVICE#GENERAL,'The real problem I had with this place was the complete lack of service ',negative
1756,SERVICE#GENERAL,'As to my comment about the food, no apology or acknowledgment was made ',negative
1757,FOOD#QUALITY,'My wife had barely touched that mess of a dish ',negative
1758,SERVICE#GENERAL,'We were charged full price ',negative
1759,RESTAURANT#GENERAL,'Lives up to the hype ',positive
1760,FOOD#QUALITY,'The farro salad and the mashed yukon potatoes were also extremely tasty ',positive
1761,FOOD#QUALITY,'The farro salad and the mashed yukon potatoes were also extremely tasty ',positive
1762,RESTAURANT#GENERAL,'i love margherita pizza  i looove east village pizza ',positive
1763,FOOD#QUALITY,'i love margherita pizza  i looove east village pizza ',positive
1764,RESTAURANT#GENERAL,'Love this place, every time we are in the city this is one of the places we always go ',positive
1765,FOOD#QUALITY,'A quintessential slice of NYC pizza ',neutral
1766,FOOD#QUALITY,'The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components ',positive
1767,FOOD#QUALITY,'The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components ',positive
1768,FOOD#QUALITY,'The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components ',positive
1769,FOOD#QUALITY,'Personally I like the margherita pizza better, but they are all good ',positive
1770,FOOD#QUALITY,'Personally I like the margherita pizza better, but they are all good ',positive
1771,AMBIENCE#GENERAL,'Possibly the Most Romantic Restaurant in the City ',positive
1772,RESTAURANT#GENERAL,'This is undoubtedly my favorite modern Japanese brasserie (that dont serve sushi), and in my opinion, one of the most romantic restaurants in the city ',positive
1773,AMBIENCE#GENERAL,'This is undoubtedly my favorite modern Japanese brasserie (that dont serve sushi), and in my opinion, one of the most romantic restaurants in the city ',positive
1774,LOCATION#GENERAL,'Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate d?cor will make you feel like youre no longer in the city ',neutral
1775,AMBIENCE#GENERAL,'Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate d?cor will make you feel like youre no longer in the city ',positive
1776,AMBIENCE#GENERAL,'Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate d?cor will make you feel like youre no longer in the city ',positive
1777,AMBIENCE#GENERAL,'If youre planning to come here, make sure that your date is someone whom you really like since youll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ) ',positive
1778,AMBIENCE#GENERAL,'If youre planning to come here, make sure that your date is someone whom you really like since youll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ) ',positive
1779,AMBIENCE#GENERAL,'Its just you and your date and an occasional cute excuse me before the waiter opens the little curtain to your booth ',positive
1780,SERVICE#GENERAL,'Its just you and your date and an occasional cute excuse me before the waiter opens the little curtain to your booth ',positive
1781,FOOD#PRICES,'My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake ',positive
1782,FOOD#STYLE_OPTIONS,'My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake ',positive
1783,FOOD#QUALITY,'I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better ',positive
1784,FOOD#QUALITY,'I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better ',positive
1785,RESTAURANT#GENERAL,'Maybe it was the great company (I had friends visiting from Philly  yes, it was not a date this time) or the super reasonable price point, but I just cant say enough good things about this brasserie ',positive
1786,RESTAURANT#PRICES,'Maybe it was the great company (I had friends visiting from Philly  yes, it was not a date this time) or the super reasonable price point, but I just cant say enough good things about this brasserie ',positive
1787,RESTAURANT#GENERAL,'I dont usually visit the same establishment more than once, what more twice, but Ill come to Zenkichi anytime for a quiet, unhurried and memorable dinner ',positive
1788,AMBIENCE#GENERAL,'I dont usually visit the same establishment more than once, what more twice, but Ill come to Zenkichi anytime for a quiet, unhurried and memorable dinner ',positive
1789,RESTAURANT#GENERAL,'Terrible would be a compliment ',negative
1790,SERVICE#GENERAL,'The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night ',negative
1791,RESTAURANT#GENERAL,'Stay away ',negative
1792,FOOD#QUALITY,'Great Shabu Shabu ',positive
1793,FOOD#QUALITY,'I tried a couple other dishes but wasnt too impressed ',neutral
1794,FOOD#QUALITY,'But for the Shabu Shabu, you wont find much better in NY ',positive
1795,FOOD#QUALITY,'Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos ',positive
1796,FOOD#QUALITY,'Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos ',positive
1797,FOOD#QUALITY,'Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos ',positive
1798,FOOD#QUALITY,'The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun ',positive
1799,FOOD#QUALITY,'The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun ',positive
1800,FOOD#QUALITY,'The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun ',positive
1801,LOCATION#GENERAL,'Restaurant with a view ',neutral
1802,FOOD#QUALITY,'Price is high but the food is good, so I would come back again ',positive
1803,FOOD#PRICES,'Price is high but the food is good, so I would come back again ',negative
1804,RESTAURANT#GENERAL,'Price is high but the food is good, so I would come back again ',positive
1805,RESTAURANT#GENERAL,'This place doesnt make any sense ',negative
1806,RESTAURANT#GENERAL,'Just want to warn you all - dont waste your time and money ',negative
1807,AMBIENCE#GENERAL,'This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional ',negative
1808,AMBIENCE#GENERAL,'This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional ',negative
1809,AMBIENCE#GENERAL,'This place is not inviting and the food is totally weird ',negative
1810,FOOD#QUALITY,'This place is not inviting and the food is totally weird ',negative
1811,FOOD#STYLE_OPTIONS,'The concept of japanese tapas is newly created and clearly doesnt work ',negative
1812,FOOD#QUALITY,'The food they serve is not comforting, not appetizing and uncooked ',negative
1813,FOOD#QUALITY,'The food was great and tasty, but the sitting space was too small, I dont like being cramp in a corner ',positive
1814,AMBIENCE#GENERAL,'The food was great and tasty, but the sitting space was too small, I dont like being cramp in a corner ',negative
1815,RESTAURANT#GENERAL,'Over all it was a very nice romantic place ',positive
1816,AMBIENCE#GENERAL,'Over all it was a very nice romantic place ',positive
1817,SERVICE#GENERAL,'Our waitress wasnt mean, but not especially warm or attentive either ',neutral
1818,RESTAURANT#GENERAL,'I must say I am surprised by the bad reviews of the restaurant earlier in the year, though ',positive
1819,RESTAURANT#GENERAL,'Dumbfoundingly Poor ',negative
1820,RESTAURANT#GENERAL,'This was, from start to finish, a mind-bogglingly uncomfortable experience ',negative
1821,SERVICE#GENERAL,'Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn ',negative
1822,SERVICE#GENERAL,'The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention ',negative
1823,SERVICE#GENERAL,'Polite acknowledgement is out; ',negative
1824,SERVICE#GENERAL,'supercilious scorn is in ',negative
1825,SERVICE#GENERAL,'And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent ',negative
1826,SERVICE#GENERAL,'A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious) ',negative
1827,FOOD#QUALITY,'A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious) ',positive
1828,FOOD#QUALITY,'Overall the food quality was pretty good, though I hear the salmon is much better when it hasnt sat cooling in front of the guest ',positive
1829,SERVICE#GENERAL,'Overall the food quality was pretty good, though I hear the salmon is much better when it hasnt sat cooling in front of the guest ',negative
1830,AMBIENCE#GENERAL,'The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins) ',positive
1831,AMBIENCE#GENERAL,'The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins) ',positive
