@relation valence

@attribute id numeric
@attribute wordA string
@attribute wordB string
@attribute dependency_type string
@attribute word_distance numeric
@attribute lexicons_min numeric
@attribute lexicons_avg numeric
@attribute lexicons_max numeric
@attribute context_negation numeric
@attribute context_lexicon_avg numeric
@attribute sentence_length numeric
@attribute aspecttype {positive, negative}

@data
3485,great,location,Lage,14,0.0,0.26666666666666666,1.0,1,0,24,positive
3486,central,location,Lage,8,0.0,0.0,0.0,1,0,24,positive
3487,great,location,Lage,14,0.0,0.26666666666666666,1.0,1,0,24,positive
3488,central,location,Lage,8,0.0,0.0,0.0,1,0,24,positive
3489,small,room,Komfort,27,-0.3333333333333333,-0.05555555555555555,0.0,0,0,32,negative
3490,small,bathroom,Komfort,18,-0.3333333333333333,-0.05555555555555555,0.0,0,0,32,negative
3491,handy,hotel,Ausstattung,6,0.0,0.2916666666666667,1.0,0,0,109,positive
3492,close,station,Lage,33,0.0,0.0,0.0,1,0,109,positive
3493,easy,travel,Lage,5,0.0,0.19999999999999998,1.0,1,0,109,positive
3494,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,114,positive
3495,lot,restaurant,RatingOfAspect,24,0.0,0.0,0.0,1,0,114,positive
3496,lot,cafe,Lage,14,0.0,0.16666666666666666,1.0,1,0,114,positive
3497,helpful,staff,Hotelpersonal,8,0.0,0.39999999999999997,1.0,1,0,72,positive
3498,no,problem,OTHER,3,-1.0,-0.2333333333333333,0.4,1,0,72,negative
3499,reasonably,price,Preis-Leistungs-Verhltnis,11,0.0,0.16666666666666666,1.0,0,0,72,positive
3500,thoroughly,enjoy,OTHER,18,0.0,0.39999999999999997,1.0,0,0,57,positive
3501,perfect,location,Lage,8,0.0,0.43333333333333335,1.0,0,0,18,positive
3502,bad,wi,WLAN,4,-1.0,-0.2333333333333333,0.6,0,0,80,negative
3503,poor,choice,OTHER,5,-1.0,-0.016666666666666663,0.5,0,0,80,negative
3504,good,stay,OTHER,5,0.0,0.43333333333333335,1.0,0,0,11,positive
3505,great,location,Lage,13,0.0,0.26666666666666666,1.0,0,0,20,positive
3506,helpful,receptionist,Hotelpersonal,60,0.0,0.39999999999999997,1.0,0,0,118,positive
3507,helpful,guy,Hotelpersonal,15,0.0,0.39999999999999997,1.0,0,0,118,positive
3508,small,room,Komfort,11,-0.3333333333333333,-0.05555555555555555,0.0,1,0,173,negative
3509,no,space,Komfort,11,0.0,0.03333333333333333,0.2,1,0,173,negative
3510,no,room,Komfort,3,0.0,0.03333333333333333,0.2,1,0,173,negative
3511,stay,pleasant,OTHER,9,0.0,0.43333333333333335,1.0,1,0,38,positive
3512,great,time,OTHER,6,0.0,0.26666666666666666,1.0,1,0,38,positive
3513,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,44,positive
3514,friendly,staff,Hotelpersonal,21,0.0,0.39999999999999997,1.0,0,0,44,positive
3515,helpful,staff,Hotelpersonal,8,0.0,0.39999999999999997,1.0,0,0,44,positive
3516,choice,good,OTHER,21,0.0,0.5166666666666667,1.0,0,0,37,negative
3517,excellent,staff,Hotelpersonal,10,0.0,0.43333333333333335,1.0,1,0,70,positive
3518,good,breakfast,OTHER,5,0.0,0.5166666666666667,1.0,1,0,70,positive
3519,weak,coffee,OTHER,5,-1.0,-0.09999999999999999,0.4,0,0,70,negative
3520,poor,bathroom,Komfort,41,-1.0,-0.09999999999999999,0.4,0,0,98,negative
3521,good,bathroom,Komfort,33,0.0,0.43333333333333335,1.0,0,0,98,positive
3522,small,room,Komfort,39,-0.3333333333333333,-0.05555555555555555,0.0,1,0,48,negative
3523,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,16,positive
3524,close,restaurant,Lage,39,0.0,0.0,0.0,1,0,52,positive
3525,close,shopping,Lage,25,0.0,0.08333333333333333,0.5,1,0,52,positive
3526,close,station,Lage,15,0.0,0.0,0.0,0,0,52,positive
3527,small,shower,Komfort,15,-0.3333333333333333,-0.05555555555555555,0.0,0,0,23,negative
3528,small,room,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,23,negative
3529,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,41,positive
3530,bad,breakfast,OTHER,4,-1.0,-0.15,0.6,0,0,41,negative
3531,excellent,location,Lage,12,0.0,0.43333333333333335,1.0,1,0,27,positive
3532,mislead,photo,OTHER,14,-1.0,-0.3333333333333333,0.0,0,0,31,negative
3533,small,room,Komfort,12,-0.3333333333333333,-0.05555555555555555,0.0,0,0,68,negative
3534,small,bathroom,Komfort,23,-0.3333333333333333,-0.05555555555555555,0.0,0,0,68,negative
3535,difficult,bath,Komfort,20,-1.0,-0.05000000000000001,0.5,0,0,39,negative
3536,bad,breakfast,OTHER,4,-1.0,-0.15,0.6,0,0,25,negative
3537,bad,breakfast,OTHER,6,-1.0,-0.15,0.6,0,0,58,negative
3538,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,29,positive
3539,good,hotel,Ausstattung,5,0.0,0.43333333333333335,1.0,0,0,29,positive
3540,easy,check,OTHER,28,0.0,0.19999999999999998,1.0,0,0,52,positive
3541,quick,check,OTHER,18,0.0,0.0,0.0,0,0,52,positive
3542,nice,staff,Hotelpersonal,11,0.0,0.26666666666666666,1.0,0,0,52,positive
3543,clean,room,Sauberkeit,9,0.0,0.39999999999999997,1.0,0,0,87,positive
3544,small,room,Komfort,28,-0.3333333333333333,-0.05555555555555555,0.0,0,0,87,negative
3545,great,location,Lage,13,0.0,0.26666666666666666,1.0,0,0,43,positive
3546,lovely,bar,Lage,30,0.0,0.43333333333333335,1.0,1,0,52,positive
3547,lovely,restaurant,Lage,7,0.0,0.43333333333333335,1.0,1,0,52,positive
3548,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,44,positive
3549,problem,toilet,Komfort,17,-1.0,-0.3222222222222222,0.4,0,0,134,negative
3550,fix,staff,Hotelpersonal,35,0.0,0.0,0.0,0,0,134,positive
3551,good,service,Hotelpersonal,5,0.0,0.43333333333333335,1.0,0,0,19,positive
3552,love,breakfast,OTHER,37,0.0,0.5166666666666667,1.0,1,0,53,positive
3553,breakfast,great,OTHER,17,0.0,0.35000000000000003,1.0,1,0,53,negative
3554,salami,love,OTHER,65,0.0,0.43333333333333335,1.0,0,0,85,negative
3555,cheese,love,OTHER,42,0.0,0.43333333333333335,1.0,1,0,85,negative
3556,fruit,love,OTHER,18,0.0,0.43333333333333335,1.0,0,0,85,negative
3557,stay,again,OTHER,10,0.0,0.0,0.0,1,0,63,negative
3558,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,20,positive
3559,friendly,staff,Hotelpersonal,11,0.0,0.39999999999999997,1.0,0,0,69,positive
3560,close,hotel,Lage,28,0.0,0.0,0.0,0,0,69,positive
3561,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,69,positive
3562,dark,room,Komfort,194,-1.0,-0.16666666666666666,0.0,1,0,199,negative
3563,small,room,Komfort,175,-0.3333333333333333,-0.05555555555555555,0.0,1,0,199,negative
3564,room,ready,Komfort,13,0.0,0.16666666666666666,1.0,1,0,199,negative
3565,perfect,location,Lage,13,0.0,0.43333333333333335,1.0,0,0,73,positive
3566,friendly,staff,Hotelpersonal,14,0.0,0.39999999999999997,1.0,0,0,73,positive
3567,cramp,area,OTHER,15,-1.0,-0.3,0.2,0,0,45,negative
3568,close,location,Lage,9,0.0,0.0,0.0,0,0,69,positive
3569,close,station,Lage,15,0.0,0.0,0.0,0,0,69,positive
3570,good,breakfast,OTHER,19,0.0,0.5166666666666667,1.0,0,0,66,positive
3571,nice,ambience,Komfort,5,0.0,0.26666666666666666,1.0,0,0,66,positive
3572,curtain,close,Komfort,34,0.0,0.0,0.0,1,0,80,negative
3573,centrally,locate,Lage,10,0.0,0.0,0.0,1,0,60,positive
3574,clean,linen,Sauberkeit,10,0.0,0.39999999999999997,1.0,0,0,60,positive
3575,small,room,Komfort,23,-0.3333333333333333,-0.05555555555555555,0.0,0,0,30,negative
3576,small,bathroom,Komfort,14,-0.3333333333333333,-0.05555555555555555,0.0,0,0,30,negative
3577,help,receptionist,Hotelpersonal,18,0.0,0.06666666666666667,0.4,0,0,70,positive
3578,close,station,Lage,17,0.0,0.0,0.0,0,0,164,positive
3579,easy,transfer,Lage,15,0.0,0.19999999999999998,1.0,0,0,164,positive
3580,spacious,room,Komfort,9,0.0,0.3333333333333333,1.0,1,0,67,positive
3581,have,facility,Komfort,22,0.0,0.0,0.0,1,0,67,positive
3582,chlorum,smell,Sauberkeit,8,-1.0,-0.25,0.0,0,0,143,negative
3583,clean,room,Sauberkeit,16,0.0,0.39999999999999997,1.0,0,0,143,positive
3584,change,sheet,Sauberkeit,30,0.0,0.0,0.0,0,0,143,positive
3585,change,towel,Sauberkeit,12,0.0,0.0,0.0,0,0,143,positive
3586,well,locate,Lage,5,0.0,0.16666666666666666,1.0,0,0,52,positive
3587,great,money,Preis-Leistungs-Verhltnis,6,0.0,0.43333333333333335,1.0,0,0,52,positive
3588,comfortable,couch,Ausstattung,23,0.0,0.2333333333333333,1.0,0,0,159,positive
3589,comfortable,chair,Komfort,12,0.0,0.2333333333333333,1.0,0,0,159,positive
3590,polite,staff,Hotelpersonal,7,0.0,0.3333333333333333,1.0,0,0,159,positive
3591,big,lift,Ausstattung,13,0.0,0.03333333333333333,0.2,0,0,159,positive
3592,big,window,Komfort,4,0.0,0.03333333333333333,0.2,0,0,159,positive
3593,nice,decoration,Ausstattung,5,0.0,0.26666666666666666,1.0,0,0,159,positive
3594,difficult,temperature,Komfort,12,-1.0,-0.13333333333333333,0.2,0,0,164,negative
3595,no,egg,OTHER,3,0.0,0.03333333333333333,0.2,1,0,164,negative
3596,noise,corridor,Komfort,11,-1.0,-0.25,0.0,1,0,164,negative
3597,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,73,positive
3598,close,amenity,Lage,9,0.0,0.3333333333333333,1.0,0,0,73,positive
3599,roomy,room,Komfort,21,0.0,0.16666666666666666,1.0,0,0,66,positive
3600,clean,room,Sauberkeit,11,0.0,0.39999999999999997,1.0,0,0,66,positive
3601,no,kettle,Komfort,3,0.0,0.03333333333333333,0.2,1,0,89,negative
3602,excellent,location,Lage,10,0.0,0.43333333333333335,1.0,1,0,40,positive
3603,lent,guest,OTHER,5,0.0,0.0,0.0,1,0,44,positive
3604,free,box,OTHER,18,0.0,0.19999999999999998,1.0,0,0,23,positive
3605,no,gel,Komfort,10,0.0,0.03333333333333333,0.2,1,0,13,negative
3606,menu,enough,OTHER,12,0.0,0.16666666666666666,1.0,1,0,34,negative
3607,egg,great,OTHER,20,0.0,0.26666666666666666,1.0,0,0,50,negative
3608,perfect,location,Lage,25,0.0,0.43333333333333335,1.0,0,0,138,positive
3609,helpful,staff,Hotelpersonal,38,0.0,0.39999999999999997,1.0,0,0,51,positive
3610,nice,staff,Hotelpersonal,18,0.0,0.26666666666666666,1.0,0,0,51,positive
3611,definitely,recommend,OTHER,11,0.0,0.31666666666666665,1.0,0,0,22,positive
3612,convenient,location,Lage,24,0.0,0.3333333333333333,1.0,1,0,70,positive
3613,close,termini,Lage,9,0.0,0.0,0.0,1,0,70,positive
3614,noisy,people,OTHER,11,-1.0,-0.3,0.2,1,0,45,negative
3615,sleep,well,Komfort,6,0.0,0.16666666666666666,1.0,1,0,45,negative
3616,central,location,Lage,13,0.0,0.0,0.0,1,0,22,positive
3617,lot,restaurant,Lage,8,0.0,0.0,0.0,1,0,91,positive
3618,uncomfortable,bed,Komfort,8,-1.0,-0.26666666666666666,0.4,0,0,47,negative
3619,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,15,positive
3620,nice,place,Ausstattung,5,0.0,0.26666666666666666,1.0,0,0,27,positive
3621,good,staff,Hotelpersonal,5,0.0,0.43333333333333335,1.0,0,0,27,positive
3622,amazing,city,Lage,8,0.0,0.3,1.0,0,0,14,positive
3623,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,44,positive
3624,blame,reception,Hotelpersonal,51,-1.0,-0.18333333333333335,0.4,0,0,104,negative
3625,disappointment,lift,Ausstattung,56,-1.0,-0.26666666666666666,0.4,1,0,101,negative
3626,proximity,metro,Lage,13,0.0,0.0,0.0,0,0,20,positive
3627,small,room,Komfort,5,-0.3333333333333333,-0.05555555555555555,0.0,0,0,94,negative
3628,unpleasant,fume,Sauberkeit,11,-1.0,-0.5833333333333334,0.0,1,0,94,negative
3629,enjoy,stay,OTHER,12,0.0,0.39999999999999997,1.0,0,0,18,positive
3630,friendly,staff,Hotelpersonal,11,0.0,0.39999999999999997,1.0,0,0,21,positive
3631,lovely,room,Komfort,13,0.0,0.43333333333333335,1.0,0,0,44,positive
3632,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,44,positive
3633,breakfast,variety,OTHER,26,0.0,0.25,1.0,0,0,35,negative
3634,banana,plus,OTHER,19,0.0,0.0,0.0,0,0,26,negative
3635,close,station,Lage,13,0.0,0.0,0.0,0,0,27,positive
3636,small,shower,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,17,positive
3637,good,value,Preis-Leistungs-Verhltnis,5,0.0,0.43333333333333335,1.0,0,0,30,positive
3638,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,43,positive
3639,close,station,Lage,17,0.0,0.0,0.0,0,0,43,positive
3640,helpful,staff,Hotelpersonal,8,0.0,0.39999999999999997,1.0,0,0,15,positive
3641,staff,friendly,Hotelpersonal,14,0.0,0.39999999999999997,1.0,1,0,24,negative
3642,wifi,good,WLAN,13,0.0,0.43333333333333335,1.0,1,0,44,negative
3643,good,hotel,Ausstattung,16,0.0,0.43333333333333335,1.0,0,0,68,positive
3644,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,68,positive
3645,close,attraction,Lage,14,0.0,0.31666666666666665,1.0,0,0,68,positive
3646,friendly,staff,Hotelpersonal,10,0.0,0.39999999999999997,1.0,0,0,137,positive
3647,good,breakfast,OTHER,14,0.0,0.5166666666666667,1.0,0,0,137,positive
3648,comfy,bed,Komfort,7,0.0,0.16666666666666666,1.0,0,0,137,positive
3649,big,window,Komfort,4,0.0,0.03333333333333333,0.2,0,0,137,positive
3650,fresh,room,Komfort,16,0.0,0.19999999999999998,1.0,0,0,137,positive
3651,bright,room,Komfort,5,0.0,0.19999999999999998,1.0,0,0,137,positive
3652,small,room,Komfort,9,-0.3333333333333333,-0.05555555555555555,0.0,0,0,14,negative
3653,good,location,Lage,12,0.0,0.43333333333333335,1.0,0,0,18,positive
3654,clean,room,Sauberkeit,8,0.0,0.39999999999999997,1.0,0,0,15,positive
3655,good,value,Preis-Leistungs-Verhltnis,5,0.0,0.43333333333333335,1.0,0,0,22,positive
3656,convenient,location,Lage,30,0.0,0.3333333333333333,1.0,1,0,66,positive
3657,near,attraction,Lage,10,0.0,0.31666666666666665,1.0,1,0,66,positive
3658,picture,represent,OTHER,22,0.0,0.0,0.0,1,0,138,negative
3659,old,towel,Komfort,25,0.0,0.0,0.0,0,0,138,negative
3660,old,bedsheet,Komfort,14,0.0,0.0,0.0,0,0,138,negative
3661,nice,stay,OTHER,5,0.0,0.26666666666666666,1.0,0,0,40,positive
3662,close,station,Lage,19,0.0,0.0,0.0,0,0,40,positive
3663,good,location,Lage,17,0.0,0.43333333333333335,1.0,0,0,27,positive
3664,close,underground,Lage,31,0.0,0.0,0.0,0,0,102,positive
3665,close,station,Lage,19,0.0,0.0,0.0,0,0,102,positive
3666,solve,staff,Hotelpersonal,49,0.0,0.03333333333333333,0.2,0,0,195,positive
3667,helpful,staff,Hotelpersonal,28,0.0,0.39999999999999997,1.0,0,0,195,positive
3668,friendly,staff,Hotelpersonal,15,0.0,0.39999999999999997,1.0,0,0,195,positive
3669,excellent,wifi,WLAN,19,0.0,0.43333333333333335,1.0,1,0,195,positive
3670,small,cabin,Komfort,20,-0.3333333333333333,-0.05555555555555555,0.0,0,0,34,negative
3671,good,value,Preis-Leistungs-Verhltnis,11,0.0,0.43333333333333335,1.0,0,0,52,positive
3672,wifi,good,WLAN,21,0.0,0.43333333333333335,1.0,1,0,39,negative
3673,good,stay,OTHER,5,0.0,0.43333333333333335,1.0,0,0,52,positive
3674,excellent,stay,OTHER,10,0.0,0.43333333333333335,1.0,1,0,52,positive
3675,say,english,Hotelpersonal,8,0.0,0.0,0.0,1,0,216,negative
3676,comfortable,hotel,Ausstattung,12,0.0,0.2333333333333333,1.0,0,0,58,positive
3677,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,58,positive
3678,helpful,staff,Hotelpersonal,8,0.0,0.39999999999999997,1.0,0,0,58,positive
3679,clean,room,Sauberkeit,9,0.0,0.39999999999999997,1.0,0,0,49,positive
3680,well,equipped,Komfort,5,0.0,0.16666666666666666,1.0,0,0,49,positive
3681,excellent,location,Lage,25,0.0,0.43333333333333335,1.0,1,0,40,positive
3682,cumbersome,internet,WLAN,16,-1.0,-0.2916666666666667,0.0,1,0,41,negative
3683,awesome,breakfast,OTHER,8,0.0,0.3833333333333333,1.0,0,0,88,positive
3684,huge,item,OTHER,5,0.0,0.03333333333333333,0.2,0,0,88,positive
3685,good,surroundings,Ausstattung,25,0.0,0.43333333333333335,1.0,0,0,88,positive
3686,bad,smell,Sauberkeit,4,-1.0,-0.48333333333333334,0.6,1,0,64,negative
3687,great,location,Lage,12,0.0,0.26666666666666666,1.0,0,0,23,positive
3688,bed,good,Komfort,27,0.0,0.43333333333333335,1.0,1,0,31,negative
3689,decor,good,Komfort,18,0.0,0.43333333333333335,1.0,1,0,31,negative
3690,split,bed,Komfort,16,-1.0,-0.25,0.0,1,0,66,positive
3691,enjoyable,breakfast,OTHER,14,0.0,0.25,1.0,0,0,130,positive
3692,friendly,staff,Hotelpersonal,16,0.0,0.39999999999999997,1.0,0,0,130,positive
3693,good,location,Lage,18,0.0,0.43333333333333335,1.0,0,0,130,positive
3694,excellent,restaurant,Lage,10,0.0,0.43333333333333335,1.0,1,0,130,positive
3695,not,size,Komfort,8,0.0,0.0,0.0,1,0,204,negative
3696,cramp,bathroom,Komfort,13,-1.0,-0.3,0.2,0,0,204,negative
3697,split,bed,Komfort,44,-1.0,-0.25,0.0,0,0,204,negative
3698,clean,room,Sauberkeit,9,0.0,0.39999999999999997,1.0,0,0,94,positive
3699,cold,inside,Komfort,5,-1.0,-0.25,0.0,0,0,94,negative
3700,helpful,personnel,Hotelpersonal,23,0.0,0.39999999999999997,1.0,0,0,52,positive
3701,nice,personnel,Hotelpersonal,14,0.0,0.26666666666666666,1.0,0,0,52,positive
3702,rich,breakfast,OTHER,20,0.0,0.31666666666666665,1.0,0,0,30,positive
3703,small,room,Komfort,14,-0.3333333333333333,-0.05555555555555555,0.0,0,0,25,negative
3704,breakfast,prefer,OTHER,32,0.0,0.4166666666666667,1.0,1,0,107,negative
3705,near,station,Lage,16,0.0,0.0,0.0,1,0,82,positive
3706,polite,staff,Hotelpersonal,10,0.0,0.3333333333333333,1.0,0,0,82,positive
3707,renovate,need,Ausstattung,12,0.0,0.08333333333333333,0.5,1,0,25,negative
3708,good,hotel,Ausstattung,5,0.0,0.43333333333333335,1.0,0,0,47,positive
3709,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,120,positive
3710,corner,station,Lage,30,0.0,0.0,0.0,1,0,120,positive
3711,friendly,staff,Hotelpersonal,9,0.0,0.39999999999999997,1.0,0,0,75,positive
3712,lot,place,Lage,8,0.0,0.0,0.0,0,0,75,positive
3713,out,chocolate,OTHER,25,0.0,0.16666666666666666,1.0,0,0,64,negative
3714,out,coffee,OTHER,11,0.0,0.0,0.0,0,0,64,negative
3715,lack,milk,OTHER,8,-1.0,-0.15555555555555556,0.4,0,0,64,negative
3716,building,modern,Ausstattung,7,0.0,0.25,1.0,1,0,101,negative
3717,old,lift,Ausstattung,12,0.0,0.0,0.0,0,0,101,negative
3718,not,bad,OTHER,4,-1.0,-0.2333333333333333,0.6,1,0,101,positive
3719,poor,hotel,Ausstattung,5,-1.0,-0.09999999999999999,0.4,0,0,14,negative
3720,friendly,staff,Hotelpersonal,6,0.0,0.39999999999999997,1.0,0,0,16,positive
3721,poor,breakfast,OTHER,5,-1.0,-0.016666666666666663,0.5,0,0,102,negative
3722,dry,bread,OTHER,4,0.0,0.0,0.0,0,0,102,negative
3723,squash,water,OTHER,12,-1.0,-0.16666666666666666,0.0,0,0,102,negative
3724,smell,sheet,Sauberkeit,18,-1.0,-0.25,0.0,0,0,44,negative
3725,smell,towel,Sauberkeit,7,-1.0,-0.25,0.0,0,0,44,negative
3726,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,68,positive
3727,near,station,Lage,15,0.0,0.0,0.0,0,0,68,positive
3728,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,37,positive
3729,comfortable,mattress,Komfort,12,0.0,0.2333333333333333,1.0,0,0,37,positive
3730,flat,pillow,Komfort,20,0.0,0.05555555555555555,0.3333333333333333,1,0,49,negative
3731,old,pillow,Komfort,12,0.0,0.05555555555555555,0.3333333333333333,0,0,49,negative
3732,need,change,Komfort,12,0.0,0.0,0.0,1,0,49,negative
3733,waiter,greet,Hotelpersonal,33,0.0,0.03333333333333333,0.2,1,0,53,negative
3734,great,stay,OTHER,9,0.0,0.26666666666666666,1.0,0,0,90,positive
3735,love,cleaness,Sauberkeit,37,0.0,0.43333333333333335,1.0,0,0,50,positive
3736,love,staff,Hotelpersonal,23,0.0,0.43333333333333335,1.0,0,0,50,positive
3737,love,location,Lage,9,0.0,0.43333333333333335,1.0,0,0,50,positive
3738,pack,area,OTHER,9,0.0,0.0,0.0,0,0,75,negative
3739,small,room,Komfort,19,-0.3333333333333333,-0.05555555555555555,0.0,0,0,30,negative
3740,not,space,Komfort,9,0.0,0.0,0.0,1,0,103,negative
3741,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,47,positive
3742,clean,room,Sauberkeit,21,0.0,0.39999999999999997,1.0,0,0,47,positive
3743,functional,room,Komfort,11,0.0,0.0,0.0,0,0,47,positive
3744,functional,room,Komfort,36,0.0,0.0,0.0,0,0,52,positive
3745,clean,room,Sauberkeit,26,0.0,0.39999999999999997,1.0,0,0,52,positive
3746,welcome,staff,Hotelpersonal,25,0.0,0.2333333333333333,1.0,0,0,40,positive
3747,courteous,staff,Hotelpersonal,11,0.0,0.39999999999999997,1.0,0,0,40,positive
3748,congregate,gang,OTHER,24,-1.0,-0.16666666666666666,0.0,0,0,133,negative
3749,helpful,staff,Hotelpersonal,24,0.0,0.39999999999999997,1.0,0,0,85,positive
3750,nice,staff,Hotelpersonal,15,0.0,0.26666666666666666,1.0,0,0,85,positive
3751,care,room,Sauberkeit,15,0.0,0.06666666666666667,0.4,0,0,85,positive
3752,good,location,Lage,16,0.0,0.43333333333333335,1.0,0,0,103,positive
3753,close,station,Lage,21,0.0,0.0,0.0,1,0,103,positive
3754,room,nice,Komfort,18,0.0,0.26666666666666666,1.0,1,0,127,negative
3755,off,heat,Komfort,30,0.0,0.0,0.0,0,0,127,negative
3756,cold,morning,Komfort,12,-1.0,-0.25,0.0,0,0,127,negative
3757,big,room,Komfort,9,0.0,0.03333333333333333,0.2,0,0,15,positive
3758,nice,room,Komfort,5,0.0,0.26666666666666666,1.0,0,0,15,positive
3759,decent,breakfast,OTHER,7,0.0,0.4166666666666667,1.0,1,0,18,positive
3760,amenity,provided,Ausstattung,38,0.0,0.3333333333333333,1.0,1,0,68,negative
3761,dream,vacation,OTHER,6,0.0,0.19999999999999998,1.0,0,0,37,positive
3762,nice,room,Komfort,9,0.0,0.26666666666666666,1.0,0,0,212,positive
3763,love,wallpaper,Komfort,16,0.0,0.43333333333333335,1.0,1,0,212,positive
3764,helpful,desk,Hotelpersonal,14,0.0,0.39999999999999997,1.0,1,0,212,positive
3765,tasty,breakfast,OTHER,14,0.0,0.25,1.0,0,0,212,positive
3766,nice,charm,Ausstattung,16,0.0,0.6166666666666667,1.0,0,0,212,positive
3767,nice,detail,Ausstattung,5,0.0,0.26666666666666666,1.0,0,0,212,positive
3768,walk,distance,Lage,8,0.0,0.0,0.0,0,0,212,positive
3769,small,shower,Komfort,19,-0.3333333333333333,-0.05555555555555555,0.0,0,0,55,negative
3770,nearby,station,Lage,24,0.0,0.0,0.0,0,0,73,positive
3771,easily,detect,Lage,7,0.0,0.16666666666666666,1.0,0,0,73,positive
3772,polite,personal,Hotelpersonal,24,0.0,0.3333333333333333,1.0,0,0,32,positive
3773,skilled,personal,Hotelpersonal,12,0.0,0.3333333333333333,1.0,0,0,32,positive
3774,breakfast,plenty,OTHER,31,0.0,0.08333333333333333,0.5,1,0,43,negative
3775,good,breakfast,OTHER,13,0.0,0.5166666666666667,1.0,1,0,43,positive
3776,need,repairing,Ausstattung,8,0.0,0.0,0.0,1,0,71,negative
3777,friendly,staff,Hotelpersonal,12,0.0,0.39999999999999997,1.0,0,0,22,positive
3778,selection,great,OTHER,6,0.0,0.26666666666666666,1.0,1,0,116,negative
3779,benefit,location,Lage,21,0.0,0.39999999999999997,1.0,0,0,30,positive
3780,breakfast,improvement,OTHER,27,0.0,0.48333333333333334,1.0,1,0,40,negative
3781,apology,offer,Hotelpersonal,9,0.0,0.1722222222222222,0.5,0,0,60,negative
3782,loved,rome,Lage,6,0.0,0.26666666666666666,1.0,0,0,46,positive
3783,convenient,hotel,Ausstattung,15,0.0,0.3333333333333333,1.0,1,0,46,positive
3784,open,reception,Ausstattung,14,0.0,0.0,0.0,0,0,74,positive
3785,comfy,bed,Komfort,8,0.0,0.16666666666666666,1.0,0,0,74,positive
3786,cramped,bathroom,Komfort,36,-1.0,-0.3333333333333333,0.0,0,0,50,negative
3787,tiny,bathroom,Komfort,25,0.0,0.0,0.0,0,0,50,negative
3788,cramped,shower,Komfort,23,-1.0,-0.3333333333333333,0.0,0,0,50,negative
3789,tiny,shower,Komfort,12,0.0,0.0,0.0,0,0,50,negative
3790,limit,breakfast,OTHER,14,-1.0,-0.08333333333333333,0.5,0,0,77,negative
3791,no,choice,OTHER,3,0.0,0.11666666666666665,0.5,1,0,77,negative
3792,helpful,reception,Hotelpersonal,33,0.0,0.39999999999999997,1.0,0,0,40,positive
3793,smiley,reception,Hotelpersonal,22,0.0,0.0,0.0,0,0,40,positive
3794,comfortable,room,Komfort,12,0.0,0.2333333333333333,1.0,0,0,45,positive
3795,close,station,Lage,19,0.0,0.0,0.0,0,0,45,positive
3796,convenient,hotel,Ausstattung,10,0.0,0.3333333333333333,1.0,1,0,63,positive
3797,convenient,station,Lage,24,0.0,0.3333333333333333,1.0,1,0,63,positive
3798,problem,security,OTHER,9,-1.0,-0.26666666666666666,0.4,0,0,72,negative
3799,great,area,Lage,6,0.0,0.26666666666666666,1.0,1,0,72,negative
3800,value,money,Preis-Leistungs-Verhltnis,10,0.0,0.16666666666666666,1.0,0,0,17,positive
3801,close,location,Lage,18,0.0,0.0,0.0,0,0,36,positive
3802,small,bed,Komfort,11,-0.3333333333333333,-0.05555555555555555,0.0,0,0,57,negative
3803,difficult,open,Komfort,13,-1.0,-0.13333333333333333,0.2,0,0,57,negative
3804,smelly,room,Sauberkeit,14,-1.0,-0.16666666666666666,0.0,0,0,24,negative
3805,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,34,positive
3806,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,34,positive
3807,clean,room,Sauberkeit,14,0.0,0.39999999999999997,1.0,0,0,46,positive
3808,satisfied,stay,OTHER,18,0.0,0.39999999999999997,1.0,0,0,71,positive
3809,good,breakfast,OTHER,45,0.0,0.5166666666666667,1.0,0,0,54,positive
3810,wifi,good,WLAN,30,0.0,0.43333333333333335,1.0,0,0,36,negative
