@relation restaurant#miscellaneous

@attribute id numeric
@attribute words string
@attribute lemmas string
@attribute pos string
@attribute bigrams string
@attribute feature_appearance_of_type1 numeric
@attribute feature_appearance_of_type2 numeric
@attribute feature_appearance_of_type3 numeric
@attribute feature_appearance_of_type4 numeric
@attribute feature_appearance_of_type5 numeric
@attribute feature_appearance_of_type6 numeric
@attribute feature_appearance_of_type7 numeric
@attribute feature_appearance_of_type8 numeric
@attribute feature_appearance_of_type9 numeric
@attribute feature_appearance_of_type10 numeric
@attribute feature_appearance_of_type11 numeric
@attribute feature_appearance_of_type12 numeric
@attribute aspecttype {true, false}

@data
12566,'got hair food times ','get hair food time ','VBD NN NN NNS ','got_hair hair_food food_times ',4,2,2,2,5,2,1,1,1,2,3,1,false
12578,'Great place, great value. ','great great ','JJ  JJ  ','Great_place, place,_great great_value. ',4,2,2,1,3,1,1,1,1,2,3,1,false
12590,'food is flavorful, plentiful priced. ','food be plentiful ','NN VBZ  JJ  ','food_is is_flavorful, flavorful,_plentiful plentiful_priced. ',2,3,1,3,4,2,1,1,1,2,3,1,false
12602,'atmosphere is relaxed casual. ','atmosphere be relaxed ','NN VBZ JJ  ','atmosphere_is is_relaxed relaxed_casual. ',1,1,1,1,1,1,1,1,1,2,2,1,false
12614,'Its great place order sit-in. ','great place order ',' JJ NN VB  ','Its_great great_place place_order order_sit-in. ',4,2,2,1,5,1,1,1,1,4,5,1,true
12626,'Awesome ','awesome ','JJ ','',0,0,0,0,0,0,0,0,0,0,0,0,false
12638,'Inexpensive, unassuming, great time! ','great ','  JJ  ','Inexpensive,_unassuming, unassuming,_great great_time! ',3,1,2,1,3,1,1,1,1,1,3,1,false
12650,'Sushi experience was unbelievable fiance. ','sushi experience be unbelievable ','JJ NN VBD JJ  ','Sushi_experience experience_was was_unbelievable unbelievable_fiance. ',1,0,0,0,2,0,0,0,0,0,0,0,false
12662,'Try it! ','try ','VB  ','Try_it! ',2,0,0,0,1,0,0,0,0,0,0,0,false
12674,'pleased ','pleased ','JJ ','',0,0,0,0,0,0,0,0,0,0,0,0,false
12686,'Good creative rolls! ','good creative ','JJ JJ  ','Good_creative creative_rolls! ',1,1,0,1,2,1,0,0,1,1,1,0,false
12698,'Yamato is excellent place go youre sashimi, have friends doesnt sushi much. ','yamato be excellent place go youre have friend sushi ','NNP VBZ JJ NN VB NN  VBP NNS  JJ  ','Yamato_is is_excellent excellent_place place_go go_youre youre_sashimi, sashimi,_have have_friends friends_doesnt doesnt_sushi sushi_much. ',3,1,2,0,5,0,0,0,0,2,3,0,true
12710,'have great rolls, triple color norwegetan rolls, are awesome filling. ','have great triple color norwegetan be awesome ','VBP JJ  JJ NN JJ  VBP JJ  ','have_great great_rolls, rolls,_triple triple_color color_norwegetan norwegetan_rolls, rolls,_are are_awesome awesome_filling. ',4,2,2,2,6,2,2,2,2,2,5,2,false
12722,'special roll regular roll is enough fill up, save room dessert! ','special roll regular roll be enough fill save room ','JJ NN JJ NN VBZ JJ VB  VB NN  ','special_roll roll_regular regular_roll roll_is is_enough enough_fill fill_up, up,_save save_room room_dessert! ',1,0,1,0,4,0,0,0,0,0,1,0,false
12734,'have delicious banana chocolate dessert, great green tea tempura. ','have delicious banana chocolate great green tea ','VBP JJ NN NN  JJ JJ NN  ','have_delicious delicious_banana banana_chocolate chocolate_dessert, dessert,_great great_green green_tea tea_tempura. ',3,2,2,2,6,2,2,2,2,3,4,2,false
12746,'appetizers are delicious! ','appetizer be ','NNS VBP  ','appetizers_are are_delicious! ',1,1,1,1,4,1,1,1,1,2,1,1,false
12758,'Amazing food. ','amazing ','JJ  ','Amazing_food. ',1,1,0,1,4,1,0,0,0,1,1,0,false
12770,'Mazing interior. ','mazing ','VBG  ','Mazing_interior. ',0,0,0,0,0,0,0,0,0,0,0,0,false
12782,'Great food! ','great ','JJ  ','Great_food! ',3,2,1,2,4,2,1,1,1,2,3,1,false
12794,'Ive had fair share modern Japanese spot delivers. ','have fair share modern japanese spot ',' VBN JJ NN JJ NNP NN  ','Ive_had had_fair fair_share share_modern modern_Japanese Japanese_spot spot_delivers. ',1,0,1,0,3,0,0,0,0,1,1,0,false
12806,'atmosphere was nice had bit lacking, tries make crazy scheme mirrors. ','atmosphere be nice have bit try make crazy scheme ','NN VBD JJ VBD NN  VBZ VB JJ NN  ','atmosphere_was was_nice nice_had had_bit bit_lacking, lacking,_tries tries_make make_crazy crazy_scheme scheme_mirrors. ',3,1,1,1,6,2,1,1,1,4,4,1,false
12818,'youre being lost youre feet table hey, thats good thing. ','be lose foot table good ',' VBG VBN  NNS NN   JJ  ','youre_being being_lost lost_youre youre_feet feet_table table_hey, hey,_thats thats_good good_thing. ',2,3,1,2,3,2,1,1,2,3,6,1,false
12830,'confusing mirrors be go-to modern Japanese food foreseeable future. ','confusing mirror be modern japanese food foreseeable ','JJ NNS VB  JJ JJ NN JJ  ','confusing_mirrors mirrors_be be_go-to go-to_modern modern_Japanese Japanese_food food_foreseeable foreseeable_future. ',5,2,3,2,6,2,1,1,1,4,4,1,false
12842,'chicken lollipop is favorite, most dishes (I have agree previous reviewer) are oily spicy, Chilli Chicken. ','chicken lollipop be most dish have agree previous be oily chilli ','NN NN VBZ  JJS NNS  VBP VB JJ  VBP JJ  NNP  ','chicken_lollipop lollipop_is is_favorite, favorite,_most most_dishes dishes_(I (I_have have_agree agree_previous previous_reviewer) reviewer)_are are_oily oily_spicy, spicy,_Chilli Chilli_Chicken. ',2,1,1,1,5,1,1,1,1,1,1,2,false
12854,'mom introduced place, (being Indian) feels food be top spicy oily. ','mom introduce feel food be top spicy ','NN VBD    VBZ NN VB JJ NN  ','mom_introduced introduced_place, place,_(being (being_Indian) Indian)_feels feels_food food_be be_top top_spicy spicy_oily. ',6,3,3,2,11,2,1,1,1,5,7,1,false
12866,'keep going ','keep go ','VBP VBG ','keep_going ',2,0,0,0,1,0,0,0,0,1,0,0,false
12878,'was speechless horrible food. ','be speechless horrible ','VBD JJ JJ  ','was_speechless speechless_horrible horrible_food. ',2,2,1,2,4,2,1,1,1,2,2,1,false
12890,'attended holiday dinner restaurant, food was disappointing. ','attend holiday dinner food be ','VBD NN NN  NN VBD  ','attended_holiday holiday_dinner dinner_restaurant, restaurant,_food food_was was_disappointing. ',3,3,2,2,4,2,1,1,1,3,3,1,false
12902,'travel Bronx try it. ','travel bronx try ','VB NNP VB  ','travel_Bronx Bronx_try try_it. ',3,1,1,1,3,1,1,1,1,1,1,1,false
12914,'great food, great wine list, great service great neighborhood. ','great great wine great service great ','JJ  JJ NN  JJ NN JJ  ','great_food, food,_great great_wine wine_list, list,_great great_service service_great great_neighborhood. ',4,4,1,2,6,3,2,2,3,4,7,1,false
12926,'delicious!!!!!! ','',' ','',0,0,0,0,1,0,0,0,0,1,0,0,false
12938,'Patsys Pizza true love ','pizza true love ',' NNP JJ NN ','Patsys_Pizza Pizza_true true_love ',2,0,0,0,1,0,0,0,0,0,0,0,false
12950,'Hands best pizza planet. ','hand good pizza ','VBZ JJS NN  ','Hands_best best_pizza pizza_planet. ',2,1,1,1,3,1,1,1,1,1,2,1,false
12962,'great hot dogs. ','great hot ','JJ JJ  ','great_hot hot_dogs. ',2,1,1,1,3,1,1,1,1,1,2,1,false
12974,'hot dogs were juicy tender had plenty crunch snap outside. ','hot dog be juicy tender have plenty crunch snap ','JJ NNS VBD JJ JJ VBD NN NN VB  ','hot_dogs dogs_were were_juicy juicy_tender tender_had had_plenty plenty_crunch crunch_snap snap_outside. ',1,1,1,1,2,1,1,1,1,1,1,1,false
12986,'great toppings place need check late night munchies mid day boost! ','great topping place need check late night munchies mid day ','JJ NNS NN VBP VB JJ NN NNS JJ NN  ','great_toppings toppings_place place_need need_check check_late late_night night_munchies munchies_mid mid_day day_boost! ',4,2,2,1,4,1,1,1,1,2,4,1,true
12998,'great taste ','great taste ','JJ NN ','great_taste ',2,1,1,1,3,1,1,1,1,1,2,1,false
13010,'Great, original taste. ','original ',' JJ  ','Great,_original original_taste. ',2,1,1,1,3,1,1,1,1,1,2,1,false
13022,'dishes little oily, overall dining experience good. ','dish little overall dining experience ','VBZ JJ  JJ NN NN  ','dishes_little little_oily, oily,_overall overall_dining dining_experience experience_good. ',3,1,0,1,6,1,0,0,1,2,2,0,false
13034,'Helpful service average price dish $10. ','helpful service average price dish ','JJ NN JJ NN NN  ','Helpful_service service_average average_price price_dish dish_$10. ',0,2,0,1,3,1,0,0,0,1,3,0,false
13046,'only thing strikes is decor?(not very pleasant). ','only thing strike be ','JJ NN VBZ VBZ    ','only_thing thing_strikes strikes_is is_decor?(not decor?(not_very very_pleasant). ',1,1,1,1,2,1,1,1,1,2,3,1,false
13058,'The only thing that strikes you is the decor?(not pleasant). ','','          ','The_only only_thing thing_that that_strikes strikes_you you_is is_the the_decor?(not decor?(not_pleasant). ',0,0,0,0,0,0,0,0,0,0,0,0,false
13070,'We have been to this place many times, and always have great food, wine, and service. ','great ','           JJ     ','We_have have_been been_to to_this this_place place_many many_times, times,_and and_always always_have have_great great_food, food,_wine, wine,_and and_service. ',3,2,1,2,4,2,1,1,1,2,3,1,false
13082,'place has great indian chinese food. ','place have great indian chinese ','NN VBZ JJ JJ JJ  ','place_has has_great great_indian indian_chinese chinese_food. ',5,3,3,2,8,2,1,1,1,4,5,1,false
13094,'flavors are amazing value is phenomenal. ','flavor be amazing value be ','NNS VBP JJ NN VBZ  ','flavors_are are_amazing amazing_value value_is is_phenomenal. ',1,1,1,1,2,1,1,1,1,1,1,1,false
13106,'Be prepared wait, place is tiny. ','be prepared place be ','VB JJ  NN VBZ  ','Be_prepared prepared_wait, wait,_place place_is is_tiny. ',3,2,2,1,4,1,1,1,1,2,3,1,true
13118,'Also, do take credit card come cash! ','do take credit card come ',' VBP VB NN NN VB  ','Also,_do do_take take_credit credit_card card_come come_cash! ',2,1,1,1,3,1,1,1,1,1,2,1,true
13130,'place is beautiful, food speaks itself. ','place be food speak ','NN VBZ  NN VBZ  ','place_is is_beautiful, beautiful,_food food_speaks speaks_itself. ',3,3,2,2,6,2,1,1,1,4,5,1,false
13142,'Best Indian Chinese city, far! ','good indian chinese ','JJS JJ NNP   ','Best_Indian Indian_Chinese Chinese_city, city,_far! ',2,1,1,1,3,1,1,1,1,1,2,1,false
13154,'AMAZING MY FAVORITE!!! ','amazing my ','JJ NNP  ','AMAZING_MY MY_FAVORITE!!! ',1,0,0,0,1,0,0,0,0,0,0,0,false
13166,'SERVICE IS AMAZING, ive had different waiters were nice, is rare thing NYC. ','service be have different waiter be be rare thing ','NN VBZ   VBN JJ NNS VBD  VBZ JJ NN  ','SERVICE_IS IS_AMAZING, AMAZING,_ive ive_had had_different different_waiters waiters_were were_nice, nice,_is is_rare rare_thing thing_NYC. ',3,2,1,1,7,3,1,1,1,3,10,1,false
13178,'DJ is awesome, have been birthday bunch other times friends keep going back. ','dj be have be birthday bunch other time friend keep go ','NNP VBZ  VBP VBN NN NN JJ NNS NNS VBP VBG  ','DJ_is is_awesome, awesome,_have have_been been_birthday birthday_bunch bunch_other other_times times_friends friends_keep keep_going going_back. ',7,1,2,1,3,1,1,1,1,2,2,1,false
13190,'get table reservation get dont make bottles. ','get table reservation get make ','VBP NN NN VBP  VB  ','get_table table_reservation reservation_get get_dont dont_make make_bottles. ',4,1,1,1,5,1,1,1,1,3,6,1,false
13202,'lets face times its good thing. ','face time good ',' NN VBZ  JJ  ','lets_face face_times times_its its_good good_thing. ',5,1,1,1,5,1,0,0,1,3,4,0,false
13214,'end end fair tab NOTHING GREAT TIME!!! ','end end fair tab nothing great ','VBP VBP JJ NN NN NNP  ','end_end end_fair fair_tab tab_NOTHING NOTHING_GREAT GREAT_TIME!!! ',4,2,3,2,6,2,2,2,2,2,5,2,false
13226,'recommended! ','',' ','',3,0,0,0,1,0,0,0,0,0,0,0,false
13238,'best, best, restaurants Park Slope (and NY general) ','restaurant park slope ny ','  NNS NNP NNP  NNP  ','best,_best, best,_restaurants restaurants_Park Park_Slope Slope_(and (and_NY NY_general) ',5,2,2,1,4,1,1,1,1,2,4,1,false
13250,'Everything menu is great. ','everything menu be ','NN NN VBZ  ','Everything_menu menu_is is_great. ',3,2,2,2,7,3,2,2,2,2,4,2,false
13262,'establishment is real deal. ','establishment be real ','NN VBZ JJ  ','establishment_is is_real real_deal. ',2,1,2,1,3,1,1,1,1,2,2,1,false
13274,'Wish NY had more kind places: intimate, superb food, homey, top notch way around, worth wait. ','wish ny have more kind superb top notch way worth ','NNP NNP VBD JJR NN   JJ   JJ NN NN  JJ  ','Wish_NY NY_had had_more more_kind kind_places: places:_intimate, intimate,_superb superb_food, food,_homey, homey,_top top_notch notch_way way_around, around,_worth worth_wait. ',10,5,2,3,9,2,1,1,1,4,6,1,false
13286,'$500 dinner didnt include Wine? ','dinner include ',' NN  VB  ','$500_dinner dinner_didnt didnt_include include_Wine? ',0,0,0,0,1,0,1,1,1,0,2,0,false
13298,'read reviews called restaurant expensive thought myself, be is worth it. ','read review call restaurant expensive think be be worth ','VBD NNS VBD NN JJ VBD  VB VBZ JJ  ','read_reviews reviews_called called_restaurant restaurant_expensive expensive_thought thought_myself, myself,_be be_is is_worth worth_it. ',4,3,2,2,6,1,1,1,1,3,3,2,false
13310,'wanted go see was worth sadly, curiousity got best paid it. ','want go see be worth curiousity get good pay ','VBD VB VB VBD JJ  NN VBD JJS VBD  ','wanted_go go_see see_was was_worth worth_sadly, sadly,_curiousity curiousity_got got_best best_paid paid_it. ',4,2,1,2,5,1,1,1,1,1,2,1,false
13322,'all, food was great (except dessserts). ','food be great ',' NN VBD JJ   ','all,_food food_was was_great great_(except (except_dessserts). ',4,3,2,3,5,3,2,2,2,3,4,2,false
13334,'environment is upscale see lot rich guys trophy wives paid escorts. ','environment be upscale see lot rich guy trophy wife pay ','NN VBZ JJ VB NN JJ NNS NN NNS VBN  ','environment_is is_upscale upscale_see see_lot lot_rich rich_guys guys_trophy trophy_wives wives_paid paid_escorts. ',4,1,1,1,1,1,1,1,1,1,1,1,true
13346,'are going food, be worth it. ','be go be worth ','VBP VBG  VB JJ  ','are_going going_food, food,_be be_worth worth_it. ',7,4,1,3,7,2,1,1,1,3,3,1,false
13358,'Terrible Waste money. scammers ','terrible waste ','JJ NNP   ','Terrible_Waste Waste_money. money._scammers ',2,0,0,0,1,0,0,0,0,0,1,0,false
13370,'Terrible Waste of money. scammers ','scammer ','    NNS ','Terrible_Waste Waste_of of_money. money._scammers ',0,0,0,0,0,0,0,0,0,0,0,0,false
13382,'agree dining Casa La Femme is other dining experience! ','agree dining casa la femme be other dining ','VBP NN NNP NNP NNP VBZ JJ NN  ','agree_dining dining_Casa Casa_La La_Femme Femme_is is_other other_dining dining_experience! ',3,1,2,1,2,1,1,1,1,2,2,1,false
13394,'got visiting Casa La Femme was offended visit felt necessary try warn other diners value money time. ','get visit casa la femme be offend visit feel necessary try warn other diner value money ','VBD VBG NNP NNP NNP VBD VBN NN VBD JJ VB VB JJ NNS VBP NN  ','got_visiting visiting_Casa Casa_La La_Femme Femme_was was_offended offended_visit visit_felt felt_necessary necessary_try try_warn warn_other other_diners diners_value value_money money_time. ',6,1,2,1,5,1,1,1,1,2,3,1,false
13406,'unpleasant was costly unpleasant experience. ','unpleasant be costly unpleasant ','JJ VBD JJ JJ  ','unpleasant_was was_costly costly_unpleasant unpleasant_experience. ',2,0,0,0,1,0,0,0,0,0,1,0,false
13418,'did arrive reservation complain much wait table. ','do arrive reservation complain much wait ','VBD VB NN VB JJ NN  ','did_arrive arrive_reservation reservation_complain complain_much much_wait wait_table. ',2,1,1,1,2,1,1,1,1,1,4,1,false
13430,'were told minutes was more minutes. ','be tell minute be more ','VBD VBN NNS VBD JJR  ','were_told told_minutes minutes_was was_more more_minutes. ',1,0,1,0,2,0,0,0,0,1,2,0,false
13442,'were ushered bar wait arrival were excited. ','be usher bar wait arrival be ','VBD VBN NN VB NN VBD  ','were_ushered ushered_bar bar_wait wait_arrival arrival_were were_excited. ',2,1,1,1,1,1,1,1,1,1,2,1,false
13454,'place is beautiful! ','place be ','NN VBZ  ','place_is is_beautiful! ',2,2,2,1,2,1,1,1,1,3,2,1,false
13466,'hostess was pleasant. ','hostess be ','NN VBD  ','hostess_was was_pleasant. ',1,1,1,1,1,1,1,1,1,1,1,1,false
13478,'However, $14 drinks were were horrible! ','drink be be ','  NNS VBD VBD  ','However,_$14 $14_drinks drinks_were were_were were_horrible! ',0,0,0,0,1,0,0,1,0,0,0,0,false
13490,'got table, indicating wanted alla carte menu were pushed table was price fixed! ','get indicate want alla carte menu be push table be price ','VBD  VBG VBD NN NN NN VBD VBN NN VBD NN  ','got_table, table,_indicating indicating_wanted wanted_alla alla_carte carte_menu menu_were were_pushed pushed_table table_was was_price price_fixed! ',0,1,0,1,3,1,0,0,0,0,2,0,false
13502,'time finished dinner had received beverage NOR hooka! ','time finish dinner have receive beverage nor ','NN VBD NN VBD VBN NN NNP  ','time_finished finished_dinner dinner_had had_received received_beverage beverage_NOR NOR_hooka! ',3,1,2,1,4,1,1,1,1,1,3,1,false
13514,'did do was waste hours being trapped table waiting waiting food drinks hooka. some of which never received! ','do do be waste hour be trap table wait wait food drink ','VBD VB VBD VB NNS VBG VBN NN VBG VBG NN NNS       ','did_do do_was was_waste waste_hours hours_being being_trapped trapped_table table_waiting waiting_waiting waiting_food food_drinks drinks_hooka. hooka._some some_of of_which which_never never_received! ',3,1,0,1,2,1,0,1,0,1,3,0,false
13526,'What did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka. received! ','','                      ','What_did did_do do_was was_waste waste_3 3_hours hours_being being_trapped trapped_in in_a a_table table_waiting waiting_and and_waiting waiting_for for_food food_and and_drinks drinks_and and_hooka. hooka._received! ',1,0,0,0,2,0,0,0,0,0,1,0,false
13538,'only beverage did receive was water dirty glasses! ','only beverage do receive be water dirty ','JJ NN VBD VB VBD NN JJ  ','only_beverage beverage_did did_receive receive_was was_water water_dirty dirty_glasses! ',1,1,1,1,2,1,1,1,1,1,1,1,false
13550,'top off. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made around to the other half of the restaurant. ','top ','VB                                                     ','top_off. off._the the_main main_reason reason_we we_came came_to to_your your_restaurant restaurant_was was_for for_the the_belly belly_dancers dancers_and and_missed missed_the the_first first_show show_as as_we we_were were_not not_seated seated_yet yet_and and_the the_2nd 2nd_belly belly_dancer dancer_only only_danced danced_at at_two two_tables tables_in in_the the_back back_of of_the the_restaurant restaurant_and and_never never_made made_around around_to to_the the_other other_half half_of of_the the_restaurant. ',0,0,0,0,1,0,0,0,0,0,1,0,true
13562,'To top all off. main reason came restaurant was belly dancers missed first show were seated 2nd belly dancer danced tables back restaurant made other half restaurant. ','main reason come restaurant be belly dancer miss #ord# show be seat #ord# belly dancer dance table back restaurant make other half ','    JJ NN VBD NN VBD NN NNS VBD JJ NN VBD VBN JJ NN NN VBD NNS NN NN VBD JJ NN  ','To_top top_all all_off. off._main main_reason reason_came came_restaurant restaurant_was was_belly belly_dancers dancers_missed missed_first first_show show_were were_seated seated_2nd 2nd_belly belly_dancer dancer_danced danced_tables tables_back back_restaurant restaurant_made made_other other_half half_restaurant. ',4,2,2,1,4,1,1,1,1,3,7,1,true
13574,'time left wallets were empy were stomachs missed show were supposed see following dinner, have been acceptable got enjoy experience good food belly dancers! ','time leave wallet be empy be stomach miss show be suppose see follow have be acceptable get enjoy experience good food belly ','NN VBD NNS VBD JJ VBD NNS VBD NN VBD VBN VB VBG  VB VBN JJ VBD VB NN JJ NN NN  ','time_left left_wallets wallets_were were_empy empy_were were_stomachs stomachs_missed missed_show show_were were_supposed supposed_see see_following following_dinner, dinner,_have have_been been_acceptable acceptable_got got_enjoy enjoy_experience experience_good good_food food_belly belly_dancers! ',7,3,2,3,7,3,1,1,2,4,6,1,true
13586,'seemed possible do have fought bill dinner portion meal was inedible! ','seem possible do have fight bill dinner portion meal be ','VBD JJ VB VB VBN NN NN NN NN VBD  ','seemed_possible possible_do do_have have_fought fought_bill bill_dinner dinner_portion portion_meal meal_was was_inedible! ',2,1,1,1,2,1,1,1,1,2,2,1,false
13598,'have left restaurant feeling was abused, wasted hard earned money. ','have leave restaurant feel be waste hard earn ','VBP VBN NN VBG VBD  VBD JJ VBD  ','have_left left_restaurant restaurant_feeling feeling_was was_abused, abused,_wasted wasted_hard hard_earned earned_money. ',4,1,1,0,5,0,0,0,0,2,4,0,false
13610,'husbands birthday sons was was intended. we drove two hours to spend too much money to be treated terribly! ','husband birthday son be be ','NNS NN NNS VBD VBD               ','husbands_birthday birthday_sons sons_was was_was was_intended. intended._we we_drove drove_two two_hours hours_to to_spend spend_too too_much much_money money_to to_be be_treated treated_terribly! ',0,0,0,0,1,0,0,0,0,0,0,0,false
13622,'MY husbands birthday my sons was not as it was intended. drove hours spend much money be treated terribly! ','drive hour spend much money be treat ','           VBD NNS VB JJ NN VB VBN  ','MY_husbands husbands_birthday birthday_my my_sons sons_was was_not not_as as_it it_was was_intended. intended._drove drove_hours hours_spend spend_much much_money money_be be_treated treated_terribly! ',1,0,0,0,2,0,0,0,0,0,1,0,false
13634,'wish be refunded! ','wish be ','VBP VB  ','wish_be be_refunded! ',2,0,0,0,1,0,0,0,0,0,0,0,false
13646,'Dont go larger group 4! ','go large group ',' VB JJR NN  ','Dont_go go_larger larger_group group_4! ',1,0,0,0,1,1,0,0,0,1,1,0,true
13658,'believe were shrimp salt encrusted shrimp appetizer. ','believe be shrimp encrust ','VBP VBD NN  VBD   ','believe_were were_shrimp shrimp_salt salt_encrusted encrusted_shrimp shrimp_appetizer. ',1,1,1,1,3,1,1,1,1,1,1,1,false
13670,'food arrived minutes. ','food arrive ','NN VBD  ','food_arrived arrived_minutes. ',2,2,1,2,3,2,1,1,1,2,2,1,false
13682,'had Thai style Fried Sea Bass.which was good. ','have thai style fried sea bass.which be ','VBD NNP NN NNP NNP NNP VBD  ','had_Thai Thai_style style_Fried Fried_Sea Sea_Bass.which Bass.which_was was_good. ',2,2,1,2,4,2,1,1,2,2,2,1,false
13694,'Everyone seemed happy food, brother had grilled Mahi Mahi, drenched Grapfruit Juice! ','everyone seem happy brother have grill mahi drench grapfruit ','NN VBD JJ  NN VBD VBN NNP  VBN NNP  ','Everyone_seemed seemed_happy happy_food, food,_brother brother_had had_grilled grilled_Mahi Mahi_Mahi, Mahi,_drenched drenched_Grapfruit Grapfruit_Juice! ',4,3,1,2,6,2,1,1,1,3,4,1,false
13706,'heard lobster roll was excellent. ','hear lobster roll be ','VBD NN NN VBD  ','heard_lobster lobster_roll roll_was was_excellent. ',1,1,1,1,4,1,1,1,1,1,2,1,false
13718,'seemed continue rush along, taking plates asking were done (my sister had fork hand). ','seem continue rush take plate ask be do sister have fork ','VBD VB VB  VBG NNS VBG VBD VBN  NN VBD NN  ','seemed_continue continue_rush rush_along, along,_taking taking_plates plates_asking asking_were were_done done_(my (my_sister sister_had had_fork fork_hand). ',2,1,1,1,3,1,1,1,1,1,3,1,false
13730,'food was good little expensive side, fresh. ','food be good little expensive ','NN VBD JJ JJ JJ   ','food_was was_good good_little little_expensive expensive_side, side,_fresh. ',4,3,1,3,8,3,1,1,2,4,4,1,false
13742,'Service friendliest large party! ','service friendly ','NN JJS   ','Service_friendliest friendliest_large large_party! ',1,2,1,1,2,3,1,1,1,2,3,1,false
13754,'go here. ','go ','VB  ','go_here. ',2,0,0,0,1,0,0,0,0,2,1,0,false
13766,'Great Indian food and the service is incredible. ','great indian food ','JJ JJ NN      ','Great_Indian Indian_food food_and and_the the_service service_is is_incredible. ',3,2,1,2,5,2,1,1,1,2,3,1,false
13778,'have price (just chicken tikka masala bread rice is $25), expect upscale Indian restaurant place doesnt have upscale feel. ','have price chicken tikka masala bread rice be expect upscale indian restaurant place have upscale ','VB NN  NN NN NN NN NN VBZ  VB JJ JJ NN NN  VB JJ  ','have_price price_(just (just_chicken chicken_tikka tikka_masala masala_bread bread_rice rice_is is_$25), $25),_expect expect_upscale upscale_Indian Indian_restaurant restaurant_place place_doesnt doesnt_have have_upscale upscale_feel. ',5,4,4,2,10,1,1,1,1,6,7,1,false
13790,'Also, waiters try push more food you, suggest things are complimentary cost $. ','waiter try push more food suggest thing be complimentary cost ',' NNS VBP VB JJR NN  JJS NNS VBP JJ VBP  ','Also,_waiters waiters_try try_push push_more more_food food_you, you,_suggest suggest_things things_are are_complimentary complimentary_cost cost_$. ',5,2,2,2,7,2,1,1,1,3,10,1,false
13802,'dont appreciate places people try drive bill patrons knowledge was huge turnoff (more price). ','appreciate place people try drive bill knowledge be huge turnoff ',' VB NNS NNS VBP VB NN  NN VBD JJ NN   ','dont_appreciate appreciate_places places_people people_try try_drive drive_bill bill_patrons patrons_knowledge knowledge_was was_huge huge_turnoff turnoff_(more (more_price). ',5,3,2,2,5,1,1,1,1,3,5,1,false
13814,'youre prepared spend remember ask something offer is complimentary, is place go Indian food ','prepared spend remember ask something offer be be place go indian food ',' JJ VB VB VB NN VBP VBZ  VBZ NN VB JJ NN ','youre_prepared prepared_spend spend_remember remember_ask ask_something something_offer offer_is is_complimentary, complimentary,_is is_place place_go go_Indian Indian_food ',4,4,3,2,10,2,1,1,1,5,7,1,false
13826,'BEST ','best ','NNP ','',3,1,1,1,3,1,1,1,1,1,3,1,false
13838,'Bukhara Grill, tagline says all. INDIAN SPICE RAVE ','bukhara tagline say ','NNP  NN VBZ     ','Bukhara_Grill, Grill,_tagline tagline_says says_all. all._INDIAN INDIAN_SPICE SPICE_RAVE ',2,1,1,1,1,1,1,1,1,1,1,1,false
13850,'Bukhara Grill, the tagline says it all. INDIAN SPICE RAVE ','spice ','        NNP  ','Bukhara_Grill, Grill,_the the_tagline tagline_says says_it it_all. all._INDIAN INDIAN_SPICE SPICE_RAVE ',0,0,0,0,1,0,0,0,0,0,0,0,false
13862,'Bukhara is top Indian places NYC ','bukhara be top indian place nyc ','NNP VBZ JJ JJ NNS NNP ','Bukhara_is is_top top_Indian Indian_places places_NYC ',2,1,1,0,3,0,0,0,0,1,2,0,false
13874,'Wretched retching ','wretched retch ','VBN VBG ','Wretched_retching ',0,0,0,0,0,0,0,0,0,0,0,0,false
13886,'have been disgusted food service. ','have be disgusted food ','VBP VBN JJ NN  ','have_been been_disgusted disgusted_food food_service. ',2,2,0,1,6,2,0,0,0,2,5,0,false
13898,'starters delivered someone elses order. ','starter deliver someone ','NNS VBD NN   ','starters_delivered delivered_someone someone_elses elses_order. ',2,1,1,1,3,1,1,1,1,1,4,1,false
13910,'None was made hung up. ','none be make hang ','NN VBD VBN VBD  ','None_was was_made made_hung hung_up. ',1,0,0,0,1,0,0,0,0,0,2,0,false
13922,'Less minutes passed found doubled toilet. ','less minute pass find double ','JJR NNS VBD VBD VBD  ','Less_minutes minutes_passed passed_found found_doubled doubled_toilet. ',1,1,1,1,1,1,1,1,1,1,1,1,false
13934,'girlfriend, being aggressive, having been disgusted causing throw remainder eaten meal, called be informed was wrong was likely oyster, were blacklisted restaurant. ','be have be disgusted cause throw remainder eat call be inform be wrong be likely be blacklist ',' VBG  VBG VBN JJ VBG VB NN VBN  VBN VB VBN VBD JJ VBD JJ  VBD VBN  ','girlfriend,_being being_aggressive, aggressive,_having having_been been_disgusted disgusted_causing causing_throw throw_remainder remainder_eaten eaten_meal, meal,_called called_be be_informed informed_was was_wrong wrong_was was_likely likely_oyster, oyster,_were were_blacklisted blacklisted_restaurant. ',4,2,3,1,4,1,1,1,2,4,3,1,false
